benchmark-name,benchmark-type,server-node,client-node,socket-buffer-size,mtu,bandwidth,client-ram,client-cpu,server-ram,server-cpu,transport-protocol,loss,delay
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,308,1179,42.42,1367,29.61,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1099,40.17,1408,28.65,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,277,1065,41.31,1368,28.37,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,313,1150,42.4,1357,29.78,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,276,1074,41.27,1372,27.82,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,248,1098,41.28,1369,26.09,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,278,1145,41.63,1351,27.81,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,277,1042,40.9,1361,28.62,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,303,1105,41.88,1367,29.62,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,303,1252,41.84,1434,29.73,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1142,41.17,1353,28.69,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,246,1091,40.58,1357,27.16,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.59,959,3.15,1075,3.8,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.85,964,3.62,1070,3.59,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,3.02,960,3.58,1078,4.11,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.78,960,3.65,1074,3.75,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.55,962,3.28,1071,3.81,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.78,961,3.54,1062,3.93,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.76,962,3.6,1073,3.58,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.88,962,3.48,1070,3.93,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.33,962,3.23,1067,3.98,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,2.83,962,3.48,1063,3.6,tcp,10,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1025,30.9,1149,35.63,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,949,31.07,1096,35.03,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,215,1028,30.83,1153,34.99,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,219,1014,31.0,1142,35.07,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,997,30.87,1123,35.1,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,997,31.08,1125,34.95,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,219,1012,31.03,1128,35.04,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,214,969,30.61,1109,34.18,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,221,995,31.34,1134,34.85,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,217,1025,30.82,1144,35.21,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,907,30.78,1032,34.69,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,1018,30.71,1140,34.86,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,219,1018,30.73,1136,34.61,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,217,1004,30.89,1124,34.88,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1012,30.89,1135,34.3,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,222,997,31.28,1131,35.42,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,213,1019,31.03,1141,34.86,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1012,31.2,1133,34.86,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,220,965,30.71,1105,35.06,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,1014,31.29,1129,34.89,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,224,1007,31.38,1134,35.64,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,1014,31.05,1140,35.04,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,222,998,31.41,1132,35.83,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,217,961,30.63,1107,34.69,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,222,969,31.54,1128,35.84,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,214,1021,31.04,1144,34.59,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,220,1009,30.85,1148,34.59,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1007,31.34,1128,35.03,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,227,1010,31.29,1125,36.52,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,219,1004,31.17,1130,35.07,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1029,30.66,1144,34.72,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,218,1017,31.04,1139,35.06,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,221,1019,31.22,1144,36.14,tcp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,216,1022,30.83,1152,34.92,tcp,0,0
